,0
7705,8.0
7706,1.0
7707,3.0
7708,4.0
7709,1.0
7710,5.0
7711,2.0
7712,3.0
7713,0.0
7714,7.0
7715,1.0
7716,0.0
7717,3.0
7718,8.0
7719,5.0
7720,0.0
7721,3.0
7722,1.0
7723,5.0
7724,4.0
7725,5.0
7726,3.0
7727,8.0
7728,1.0
7729,6.0
7730,6.0
7731,1.0
7732,4.0
7733,7.0
7734,3.0
7735,7.0
7736,8.0
7737,6.0
7738,0.0
7739,5.0
7740,6.0
7741,6.0
7742,9.0
7743,5.0
7744,5.0
7745,7.0
7746,2.0
7747,6.0
7748,1.0
7749,5.0
7750,6.0
7751,0.0
7752,3.0
7753,2.0
7754,6.0
7755,6.0
7756,1.0
7757,5.0
7758,9.0
7759,5.0
7760,4.0
7761,6.0
7762,1.0
7763,1.0
7764,7.0
7765,2.0
7766,0.0
7767,5.0
7768,8.0
7769,1.0
7770,0.0
7771,4.0
7772,8.0
7773,6.0
7774,1.0
7775,9.0
7776,5.0
7777,1.0
7778,3.0
7779,6.0
7780,6.0
7781,7.0
7782,6.0
7783,7.0
7784,3.0
7785,8.0
7786,1.0
7787,1.0
7788,6.0
7789,4.0
7790,8.0
7791,1.0
7792,4.0
7793,4.0
7794,1.0
7795,4.0
7796,1.0
7797,1.0
7798,7.0
7799,9.0
7800,6.0
7801,3.0
7802,8.0
7803,6.0
7804,5.0
7805,6.0
7806,2.0
7807,5.0
7808,9.0
7809,4.0
7810,3.0
7811,1.0
7812,6.0
7813,6.0
7814,2.0
7815,0.0
7816,7.0
7817,4.0
7818,4.0
7819,6.0
7820,1.0
7821,1.0
7822,5.0
7823,5.0
7824,8.0
7825,1.0
7826,6.0
7827,9.0
7828,2.0
7829,7.0
7830,7.0
7831,5.0
7832,1.0
7833,9.0
7834,3.0
7835,9.0
7836,3.0
7837,9.0
7838,4.0
7839,9.0
7840,8.0
7841,7.0
7842,7.0
7843,1.0
7844,8.0
7845,6.0
7846,9.0
7847,5.0
7848,3.0
7849,5.0
7850,8.0
7851,8.0
7852,8.0
7853,9.0
7854,2.0
7855,8.0
7856,3.0
7857,4.0
7858,0.0
7859,8.0
7860,4.0
7861,6.0
7862,5.0
7863,0.0
7864,6.0
7865,7.0
7866,8.0
7867,9.0
7868,7.0
7869,4.0
7870,2.0
7871,7.0
7872,2.0
7873,8.0
7874,0.0
7875,0.0
7876,4.0
7877,2.0
7878,9.0
7879,0.0
7880,1.0
7881,9.0
7882,9.0
7883,7.0
7884,1.0
7885,7.0
7886,0.0
7887,7.0
7888,0.0
7889,3.0
7890,1.0
7891,2.0
7892,8.0
7893,1.0
7894,4.0
7895,4.0
7896,0.0
7897,7.0
7898,0.0
7899,9.0
7900,8.0
7901,1.0
7902,8.0
7903,8.0
7904,1.0
7905,2.0
7906,5.0
7907,5.0
7908,1.0
7909,0.0
7910,8.0
7911,4.0
7912,0.0
7913,3.0
7914,7.0
7915,0.0
7916,5.0
7917,3.0
7918,7.0
7919,7.0
7920,0.0
7921,5.0
7922,5.0
7923,2.0
7924,5.0
7925,2.0
7926,2.0
7927,7.0
7928,2.0
7929,7.0
7930,5.0
7931,6.0
7932,7.0
7933,6.0
7934,2.0
7935,4.0
7936,0.0
7937,1.0
7938,8.0
7939,0.0
7940,6.0
7941,9.0
7942,9.0
7943,6.0
7944,6.0
7945,2.0
7946,4.0
7947,4.0
7948,0.0
7949,1.0
7950,7.0
7951,9.0
7952,8.0
7953,2.0
7954,3.0
7955,3.0
7956,1.0
7957,4.0
7958,5.0
7959,2.0
7960,2.0
7961,7.0
7962,4.0
7963,1.0
7964,7.0
7965,9.0
7966,8.0
7967,9.0
7968,6.0
7969,8.0
7970,7.0
7971,8.0
7972,7.0
7973,0.0
7974,4.0
7975,4.0
7976,3.0
7977,9.0
7978,5.0
7979,0.0
7980,3.0
7981,6.0
7982,9.0
7983,4.0
7984,1.0
7985,0.0
7986,1.0
7987,2.0
7988,3.0
7989,1.0
7990,6.0
7991,0.0
7992,1.0
7993,2.0
7994,4.0
7995,3.0
7996,3.0
7997,2.0
7998,0.0
7999,6.0
8000,9.0
8001,2.0
8002,1.0
8003,3.0
8004,2.0
8005,2.0
8006,8.0
8007,0.0
8008,6.0
8009,1.0
8010,1.0
8011,2.0
8012,7.0
8013,4.0
8014,8.0
8015,3.0
8016,1.0
8017,9.0
8018,5.0
8019,5.0
8020,1.0
8021,8.0
8022,5.0
8023,0.0
8024,3.0
8025,7.0
8026,7.0
8027,5.0
8028,4.0
8029,5.0
8030,7.0
8031,3.0
8032,5.0
8033,7.0
8034,8.0
8035,0.0
8036,2.0
8037,1.0
8038,4.0
8039,0.0
8040,9.0
8041,1.0
8042,7.0
8043,9.0
8044,1.0
8045,6.0
8046,7.0
8047,1.0
8048,3.0
8049,5.0
8050,9.0
8051,2.0
8052,4.0
8053,0.0
8054,3.0
8055,5.0
8056,1.0
8057,4.0
8058,2.0
8059,1.0
8060,4.0
8061,0.0
8062,1.0
8063,1.0
8064,7.0
8065,3.0
8066,7.0
8067,1.0
8068,3.0
8069,3.0
8070,0.0
8071,4.0
8072,9.0
8073,4.0
8074,6.0
8075,8.0
8076,2.0
8077,9.0
8078,5.0
8079,1.0
8080,9.0
8081,5.0
8082,0.0
8083,7.0
8084,2.0
8085,3.0
8086,4.0
8087,8.0
8088,6.0
8089,7.0
8090,2.0
8091,5.0
8092,3.0
8093,5.0
8094,0.0
8095,1.0
8096,4.0
8097,7.0
8098,3.0
8099,6.0
8100,6.0
8101,5.0
8102,1.0
8103,9.0
8104,3.0
8105,0.0
8106,3.0
8107,8.0
8108,9.0
8109,7.0
8110,1.0
8111,3.0
8112,0.0
8113,5.0
8114,7.0
8115,4.0
8116,0.0
8117,4.0
8118,3.0
8119,9.0
8120,8.0
8121,2.0
8122,8.0
8123,3.0
8124,1.0
8125,5.0
8126,8.0
8127,3.0
8128,7.0
8129,5.0
8130,0.0
8131,3.0
8132,5.0
8133,4.0
8134,4.0
8135,2.0
8136,5.0
8137,9.0
8138,6.0
8139,6.0
8140,0.0
8141,2.0
8142,4.0
8143,1.0
8144,2.0
8145,8.0
8146,5.0
8147,0.0
8148,3.0
8149,7.0
8150,3.0
8151,0.0
8152,1.0
8153,1.0
8154,8.0
8155,4.0
8156,6.0
8157,1.0
8158,1.0
8159,0.0
8160,7.0
8161,2.0
8162,0.0
8163,2.0
8164,7.0
8165,2.0
8166,1.0
8167,4.0
8168,1.0
8169,8.0
8170,6.0
8171,7.0
8172,7.0
8173,6.0
8174,3.0
8175,2.0
8176,4.0
8177,1.0
8178,4.0
8179,5.0
8180,8.0
8181,3.0
8182,6.0
8183,4.0
8184,8.0
8185,4.0
8186,6.0
8187,6.0
8188,1.0
8189,7.0
8190,5.0
8191,2.0
8192,1.0
8193,3.0
8194,2.0
8195,2.0
8196,9.0
8197,0.0
8198,0.0
8199,2.0
8200,9.0
8201,1.0
8202,3.0
8203,3.0
8204,3.0
8205,3.0
8206,9.0
8207,3.0
8208,4.0
8209,1.0
8210,2.0
8211,6.0
8212,8.0
8213,1.0
8214,9.0
8215,5.0
8216,4.0
8217,7.0
8218,9.0
8219,0.0
8220,7.0
8221,2.0
8222,9.0
8223,9.0
8224,1.0
8225,4.0
8226,0.0
8227,6.0
8228,7.0
8229,8.0
8230,7.0
8231,7.0
8232,7.0
8233,1.0
8234,4.0
8235,4.0
8236,4.0
8237,6.0
8238,3.0
8239,1.0
8240,9.0
8241,3.0
8242,6.0
8243,6.0
8244,3.0
8245,2.0
8246,8.0
8247,3.0
8248,8.0
8249,2.0
8250,4.0
8251,0.0
8252,6.0
8253,0.0
8254,3.0
8255,5.0
8256,4.0
8257,0.0
8258,1.0
8259,6.0
8260,5.0
8261,2.0
8262,3.0
8263,0.0
8264,3.0
8265,0.0
8266,0.0
8267,8.0
8268,4.0
8269,5.0
8270,0.0
8271,8.0
8272,3.0
8273,0.0
8274,2.0
8275,3.0
8276,1.0
8277,2.0
8278,4.0
8279,3.0
8280,0.0
8281,2.0
8282,0.0
8283,7.0
8284,9.0
8285,3.0
8286,3.0
8287,9.0
8288,6.0
8289,5.0
8290,9.0
8291,5.0
8292,1.0
8293,8.0
8294,0.0
8295,6.0
8296,5.0
8297,1.0
8298,4.0
8299,5.0
8300,1.0
8301,7.0
8302,5.0
8303,7.0
8304,6.0
8305,2.0
8306,1.0
8307,1.0
8308,0.0
8309,5.0
8310,0.0
8311,4.0
8312,1.0
8313,9.0
8314,5.0
8315,3.0
8316,4.0
8317,2.0
8318,3.0
8319,8.0
8320,8.0
8321,3.0
8322,7.0
8323,9.0
8324,2.0
8325,2.0
8326,9.0
8327,8.0
8328,3.0
8329,0.0
8330,6.0
8331,7.0
8332,6.0
8333,2.0
8334,8.0
8335,6.0
8336,2.0
8337,1.0
8338,5.0
8339,7.0
8340,2.0
8341,1.0
8342,2.0
8343,3.0
8344,9.0
8345,4.0
8346,1.0
8347,9.0
8348,2.0
8349,8.0
8350,4.0
8351,6.0
8352,7.0
8353,8.0
8354,4.0
8355,9.0
8356,5.0
8357,4.0
8358,3.0
8359,1.0
8360,2.0
8361,0.0
8362,2.0
8363,9.0
8364,8.0
8365,1.0
8366,5.0
8367,0.0
8368,4.0
8369,5.0
8370,2.0
8371,7.0
8372,5.0
8373,8.0
8374,1.0
8375,5.0
8376,1.0
8377,1.0
8378,0.0
8379,5.0
8380,4.0
8381,2.0
8382,0.0
8383,0.0
8384,9.0
8385,0.0
8386,2.0
8387,2.0
8388,7.0
8389,5.0
8390,2.0
8391,5.0
8392,4.0
8393,6.0
8394,3.0
8395,9.0
8396,5.0
8397,4.0
8398,0.0
8399,5.0
8400,6.0
8401,3.0
8402,0.0
8403,3.0
8404,1.0
8405,6.0
8406,2.0
8407,4.0
8408,4.0
8409,4.0
8410,0.0
8411,5.0
8412,1.0
8413,8.0
8414,8.0
8415,3.0
8416,4.0
8417,5.0
8418,0.0
8419,2.0
8420,2.0
8421,0.0
8422,1.0
8423,1.0
8424,6.0
8425,1.0
8426,4.0
8427,3.0
8428,1.0
8429,5.0
8430,9.0
8431,9.0
8432,2.0
8433,5.0
8434,0.0
8435,0.0
8436,2.0
8437,4.0
8438,7.0
8439,8.0
8440,2.0
8441,8.0
8442,4.0
8443,4.0
8444,4.0
8445,4.0
8446,8.0
8447,0.0
8448,5.0
8449,8.0
8450,5.0
8451,4.0
8452,3.0
8453,4.0
8454,4.0
8455,9.0
8456,2.0
8457,4.0
8458,8.0
8459,3.0
8460,0.0
8461,9.0
8462,3.0
8463,7.0
8464,6.0
8465,2.0
8466,4.0
8467,2.0
8468,6.0
8469,3.0
8470,2.0
8471,7.0
8472,5.0
8473,1.0
8474,0.0
8475,2.0
8476,9.0
8477,9.0
8478,0.0
8479,4.0
8480,6.0
8481,7.0
8482,0.0
8483,5.0
8484,8.0
8485,4.0
8486,1.0
8487,7.0
8488,2.0
8489,6.0
8490,8.0
8491,1.0
8492,2.0
8493,8.0
8494,3.0
8495,3.0
8496,2.0
8497,9.0
8498,7.0
8499,1.0
8500,4.0
8501,4.0
8502,6.0
8503,9.0
8504,0.0
8505,2.0
8506,4.0
8507,4.0
8508,5.0
8509,7.0
8510,8.0
8511,4.0
8512,4.0
8513,2.0
8514,4.0
8515,1.0
8516,7.0
8517,8.0
8518,2.0
8519,8.0
8520,0.0
8521,1.0
8522,2.0
8523,9.0
8524,7.0
8525,7.0
8526,0.0
8527,1.0
8528,2.0
8529,0.0
8530,9.0
8531,4.0
8532,2.0
8533,1.0
8534,4.0
8535,5.0
8536,0.0
8537,8.0
8538,6.0
8539,1.0
8540,9.0
8541,5.0
8542,1.0
8543,6.0
8544,2.0
8545,1.0
8546,8.0
8547,0.0
8548,5.0
8549,1.0
8550,4.0
8551,9.0
8552,6.0
8553,6.0
8554,5.0
8555,1.0
8556,1.0
8557,7.0
8558,9.0
8559,4.0
8560,2.0
8561,7.0
8562,3.0
8563,4.0
8564,6.0
8565,0.0
8566,6.0
8567,3.0
8568,0.0
8569,6.0
8570,3.0
8571,0.0
8572,1.0
8573,3.0
8574,2.0
8575,6.0
8576,3.0
8577,2.0
8578,0.0
8579,5.0
8580,9.0
8581,1.0
8582,3.0
8583,9.0
8584,0.0
8585,2.0
8586,0.0
8587,5.0
8588,8.0
8589,9.0
8590,6.0
8591,6.0
8592,5.0
8593,2.0
8594,9.0
8595,7.0
8596,2.0
8597,0.0
8598,7.0
8599,9.0
8600,1.0
8601,3.0
8602,9.0
8603,4.0
8604,7.0
8605,6.0
8606,4.0
8607,3.0
8608,7.0
8609,6.0
8610,0.0
8611,0.0
8612,4.0
8613,8.0
8614,4.0
8615,9.0
8616,8.0
8617,3.0
8618,5.0
8619,1.0
8620,7.0
8621,7.0
8622,1.0
8623,4.0
8624,1.0
8625,6.0
8626,3.0
8627,9.0
8628,7.0
8629,6.0
8630,6.0
8631,1.0
8632,9.0
8633,4.0
8634,0.0
8635,0.0
8636,4.0
8637,4.0
8638,8.0
8639,3.0
8640,1.0
8641,7.0
8642,5.0
8643,7.0
8644,3.0
8645,7.0
8646,4.0
8647,1.0
8648,0.0
8649,3.0
8650,2.0
8651,4.0
8652,3.0
8653,2.0
8654,2.0
8655,6.0
8656,0.0
8657,9.0
8658,9.0
8659,2.0
8660,3.0
8661,1.0
8662,8.0
8663,6.0
8664,4.0
8665,2.0
8666,2.0
8667,1.0
8668,7.0
8669,3.0
8670,1.0
8671,4.0
8672,5.0
8673,0.0
8674,6.0
8675,8.0
8676,1.0
8677,7.0
8678,8.0
8679,3.0
8680,7.0
8681,6.0
8682,7.0
8683,7.0
8684,3.0
8685,4.0
8686,2.0
8687,4.0
8688,5.0
8689,7.0
8690,7.0
8691,9.0
8692,0.0
8693,9.0
8694,1.0
8695,8.0
8696,1.0
8697,8.0
8698,4.0
8699,4.0
8700,1.0
8701,9.0
8702,9.0
8703,6.0
8704,1.0
8705,7.0
8706,5.0
8707,3.0
8708,5.0
8709,3.0
8710,7.0
8711,8.0
8712,0.0
8713,0.0
8714,1.0
8715,0.0
8716,3.0
8717,6.0
8718,6.0
8719,1.0
8720,9.0
8721,4.0
8722,0.0
8723,1.0
8724,0.0
8725,2.0
8726,0.0
8727,6.0
8728,7.0
8729,7.0
8730,5.0
8731,3.0
8732,1.0
8733,8.0
8734,9.0
8735,9.0
8736,0.0
8737,4.0
8738,6.0
8739,2.0
8740,5.0
8741,0.0
8742,6.0
8743,5.0
8744,6.0
8745,8.0
8746,3.0
8747,4.0
8748,1.0
8749,8.0
8750,4.0
8751,6.0
8752,8.0
8753,7.0
8754,1.0
8755,8.0
8756,6.0
8757,8.0
8758,1.0
8759,2.0
8760,3.0
8761,3.0
8762,2.0
8763,3.0
8764,3.0
8765,6.0
8766,8.0
8767,2.0
8768,7.0
8769,6.0
8770,8.0
8771,8.0
8772,0.0
8773,9.0
8774,3.0
8775,7.0
8776,7.0
8777,5.0
8778,3.0
8779,1.0
8780,2.0
8781,3.0
8782,1.0
8783,4.0
8784,3.0
8785,6.0
8786,4.0
8787,2.0
8788,3.0
8789,1.0
8790,3.0
8791,6.0
8792,9.0
8793,6.0
8794,9.0
8795,0.0
8796,3.0
8797,9.0
8798,0.0
8799,7.0
8800,7.0
8801,3.0
8802,0.0
8803,0.0
8804,9.0
8805,3.0
8806,6.0
8807,4.0
8808,9.0
8809,3.0
8810,6.0
8811,0.0
8812,7.0
8813,7.0
8814,2.0
8815,8.0
8816,7.0
8817,9.0
8818,1.0
8819,2.0
8820,3.0
8821,6.0
8822,0.0
8823,7.0
8824,8.0
8825,1.0
8826,0.0
8827,3.0
8828,6.0
8829,9.0
8830,9.0
8831,5.0
8832,0.0
8833,3.0
8834,0.0
8835,1.0
8836,1.0
8837,5.0
8838,2.0
8839,5.0
8840,9.0
8841,5.0
8842,4.0
8843,0.0
8844,3.0
8845,5.0
8846,1.0
8847,2.0
8848,7.0
8849,6.0
8850,5.0
8851,3.0
8852,0.0
8853,5.0
8854,6.0
8855,9.0
8856,0.0
8857,7.0
8858,8.0
8859,1.0
8860,7.0
8861,1.0
8862,8.0
8863,5.0
8864,2.0
8865,7.0
8866,9.0
8867,7.0
8868,3.0
8869,2.0
8870,1.0
8871,2.0
8872,5.0
8873,4.0
8874,9.0
8875,2.0
8876,1.0
8877,3.0
8878,1.0
8879,8.0
8880,5.0
8881,6.0
8882,2.0
8883,7.0
8884,5.0
8885,9.0
8886,4.0
8887,4.0
8888,3.0
8889,6.0
8890,3.0
8891,1.0
8892,1.0
8893,7.0
8894,5.0
8895,3.0
8896,5.0
8897,2.0
8898,2.0
8899,9.0
8900,7.0
8901,9.0
8902,3.0
8903,9.0
8904,1.0
8905,1.0
8906,1.0
8907,8.0
8908,1.0
8909,6.0
8910,2.0
8911,6.0
8912,6.0
8913,5.0
8914,8.0
8915,2.0
8916,9.0
8917,7.0
8918,0.0
8919,3.0
8920,5.0
8921,7.0
8922,8.0
8923,7.0
8924,8.0
8925,8.0
8926,9.0
8927,3.0
8928,7.0
8929,1.0
8930,8.0
8931,5.0
8932,4.0
8933,7.0
8934,5.0
8935,8.0
8936,0.0
8937,5.0
8938,9.0
8939,7.0
8940,0.0
8941,7.0
8942,7.0
8943,4.0
8944,4.0
8945,5.0
8946,8.0
8947,9.0
8948,2.0
8949,4.0
8950,7.0
8951,5.0
8952,1.0
8953,4.0
8954,4.0
8955,9.0
8956,6.0
8957,4.0
8958,9.0
8959,0.0
8960,2.0
8961,6.0
8962,2.0
8963,2.0
8964,8.0
8965,4.0
8966,1.0
8967,6.0
8968,1.0
8969,2.0
8970,2.0
8971,1.0
8972,3.0
8973,1.0
8974,2.0
8975,4.0
8976,6.0
8977,4.0
8978,3.0
8979,4.0
8980,5.0
8981,5.0
8982,1.0
8983,0.0
8984,1.0
8985,1.0
8986,7.0
8987,1.0
8988,7.0
8989,2.0
8990,6.0
8991,9.0
8992,5.0
8993,5.0
8994,2.0
8995,5.0
8996,2.0
8997,8.0
8998,9.0
8999,3.0
9000,2.0
9001,8.0
9002,9.0
9003,7.0
9004,3.0
9005,5.0
9006,6.0
9007,5.0
9008,9.0
9009,8.0
9010,3.0
9011,7.0
9012,0.0
9013,4.0
9014,5.0
9015,1.0
9016,0.0
9017,1.0
9018,6.0
9019,4.0
9020,2.0
9021,1.0
9022,9.0
9023,7.0
9024,0.0
9025,9.0
9026,3.0
9027,1.0
9028,6.0
9029,3.0
9030,6.0
9031,0.0
9032,8.0
9033,2.0
9034,6.0
9035,5.0
9036,7.0
9037,9.0
9038,0.0
9039,2.0
9040,0.0
9041,1.0
9042,4.0
9043,0.0
9044,9.0
9045,4.0
9046,6.0
9047,0.0
9048,7.0
9049,5.0
9050,0.0
9051,1.0
9052,9.0
9053,6.0
9054,1.0
9055,1.0
9056,2.0
9057,7.0
9058,0.0
9059,3.0
9060,3.0
9061,8.0
9062,9.0
9063,4.0
9064,8.0
9065,4.0
9066,8.0
9067,4.0
9068,9.0
9069,9.0
9070,8.0
9071,6.0
9072,9.0
9073,8.0
9074,3.0
9075,0.0
9076,9.0
9077,6.0
9078,7.0
9079,8.0
9080,3.0
9081,5.0
9082,8.0
9083,1.0
9084,2.0
9085,7.0
9086,3.0
9087,7.0
9088,1.0
9089,6.0
9090,8.0
9091,3.0
9092,1.0
9093,6.0
9094,8.0
9095,7.0
9096,6.0
9097,9.0
9098,1.0
9099,5.0
9100,9.0
9101,0.0
9102,7.0
9103,4.0
9104,8.0
9105,3.0
9106,3.0
9107,4.0
9108,2.0
9109,8.0
9110,3.0
9111,0.0
9112,5.0
9113,2.0
9114,0.0
9115,6.0
9116,1.0
9117,6.0
9118,7.0
9119,9.0
9120,0.0
9121,4.0
9122,5.0
9123,4.0
9124,3.0
9125,1.0
9126,4.0
9127,4.0
9128,8.0
9129,7.0
9130,2.0
9131,8.0
9132,2.0
9133,6.0
9134,7.0
9135,9.0
9136,7.0
9137,4.0
9138,4.0
9139,6.0
9140,3.0
9141,7.0
9142,5.0
9143,4.0
9144,4.0
9145,2.0
9146,2.0
9147,9.0
9148,6.0
9149,7.0
9150,0.0
9151,5.0
9152,0.0
9153,0.0
9154,3.0
9155,3.0
9156,5.0
9157,8.0
9158,7.0
9159,6.0
9160,2.0
9161,2.0
9162,4.0
9163,9.0
9164,0.0
9165,5.0
9166,3.0
9167,1.0
9168,8.0
9169,5.0
9170,9.0
9171,9.0
9172,7.0
9173,1.0
9174,4.0
9175,3.0
9176,6.0
9177,7.0
9178,8.0
9179,1.0
9180,6.0
9181,4.0
9182,1.0
9183,4.0
9184,9.0
9185,7.0
9186,1.0
9187,3.0
9188,0.0
9189,8.0
9190,7.0
9191,8.0
9192,7.0
9193,1.0
9194,6.0
9195,9.0
9196,9.0
9197,8.0
9198,3.0
9199,7.0
9200,6.0
9201,8.0
9202,3.0
9203,0.0
9204,8.0
9205,4.0
9206,1.0
9207,6.0
9208,8.0
9209,1.0
9210,9.0
9211,4.0
9212,3.0
9213,8.0
9214,4.0
9215,0.0
9216,9.0
9217,4.0
9218,4.0
9219,9.0
9220,3.0
9221,2.0
9222,2.0
9223,8.0
9224,0.0
9225,4.0
9226,3.0
9227,7.0
9228,4.0
9229,4.0
9230,6.0
9231,5.0
9232,3.0
9233,0.0
9234,5.0
9235,3.0
9236,1.0
9237,4.0
9238,6.0
9239,3.0
9240,5.0
9241,9.0
9242,3.0
9243,5.0
9244,1.0
9245,3.0
9246,8.0
9247,0.0
9248,9.0
9249,2.0
9250,3.0
9251,7.0
9252,9.0
9253,2.0
9254,4.0
9255,3.0
9256,1.0
9257,0.0
9258,7.0
9259,7.0
9260,5.0
9261,6.0
9262,6.0
9263,4.0
9264,8.0
9265,8.0
9266,2.0
9267,0.0
9268,7.0
9269,7.0
9270,7.0
9271,0.0
9272,8.0
9273,3.0
9274,4.0
9275,6.0
9276,3.0
9277,0.0
9278,9.0
9279,5.0
9280,7.0
9281,2.0
9282,0.0
9283,1.0
9284,6.0
9285,3.0
9286,9.0
9287,2.0
9288,4.0
9289,4.0
9290,1.0
9291,4.0
9292,3.0
9293,2.0
9294,9.0
9295,1.0
9296,1.0
9297,9.0
9298,0.0
9299,2.0
9300,7.0
9301,9.0
9302,7.0
9303,8.0
9304,6.0
9305,7.0
9306,7.0
9307,7.0
9308,6.0
9309,7.0
9310,9.0
9311,4.0
9312,7.0
9313,1.0
9314,1.0
9315,5.0
9316,1.0
9317,1.0
9318,1.0
9319,1.0
9320,6.0
9321,3.0
9322,1.0
9323,1.0
9324,5.0
9325,6.0
9326,1.0
9327,3.0
9328,8.0
9329,1.0
9330,6.0
9331,4.0
9332,3.0
9333,9.0
9334,9.0
9335,5.0
9336,0.0
9337,5.0
9338,9.0
9339,6.0
9340,3.0
9341,0.0
9342,7.0
9343,2.0
9344,2.0
9345,4.0
9346,2.0
9347,0.0
9348,6.0
9349,7.0
9350,7.0
9351,0.0
9352,4.0
9353,7.0
9354,3.0
9355,5.0
9356,8.0
9357,7.0
9358,4.0
9359,0.0
9360,7.0
9361,4.0
9362,2.0
9363,4.0
9364,2.0
9365,9.0
9366,0.0
9367,0.0
9368,0.0
9369,4.0
9370,4.0
9371,3.0
9372,8.0
9373,0.0
9374,3.0
9375,9.0
9376,6.0
9377,1.0
9378,6.0
9379,6.0
9380,7.0
9381,4.0
9382,1.0
9383,3.0
9384,8.0
9385,0.0
9386,9.0
9387,4.0
9388,4.0
9389,9.0
9390,0.0
9391,0.0
9392,2.0
9393,1.0
9394,1.0
9395,0.0
9396,2.0
9397,5.0
9398,2.0
9399,0.0
9400,9.0
9401,2.0
9402,3.0
9403,6.0
9404,2.0
9405,0.0
9406,5.0
9407,7.0
9408,2.0
9409,9.0
9410,4.0
9411,1.0
9412,5.0
9413,1.0
9414,4.0
9415,1.0
9416,6.0
9417,4.0
9418,2.0
9419,1.0
9420,5.0
9421,9.0
9422,6.0
9423,0.0
9424,4.0
9425,4.0
9426,1.0
9427,3.0
9428,3.0
9429,3.0
9430,0.0
9431,4.0
9432,1.0
9433,5.0
9434,6.0
9435,1.0
9436,2.0
9437,0.0
9438,7.0
9439,8.0
9440,6.0
9441,4.0
9442,1.0
9443,2.0
9444,8.0
9445,4.0
9446,4.0
9447,8.0
9448,2.0
9449,1.0
9450,1.0
9451,9.0
9452,5.0
9453,1.0
9454,4.0
9455,0.0
9456,2.0
9457,7.0
9458,1.0
9459,4.0
9460,0.0
9461,7.0
9462,4.0
9463,4.0
9464,4.0
9465,5.0
9466,1.0
9467,7.0
9468,4.0
9469,6.0
9470,4.0
9471,5.0
9472,6.0
9473,0.0
9474,1.0
9475,4.0
9476,7.0
9477,9.0
9478,7.0
9479,8.0
9480,0.0
9481,8.0
9482,6.0
9483,9.0
9484,8.0
9485,3.0
9486,1.0
9487,2.0
9488,8.0
9489,1.0
9490,1.0
9491,9.0
9492,5.0
9493,8.0
9494,8.0
9495,6.0
9496,0.0
9497,7.0
9498,6.0
9499,4.0
9500,6.0
9501,3.0
9502,2.0
9503,6.0
9504,0.0
9505,9.0
9506,1.0
9507,6.0
9508,5.0
9509,2.0
9510,7.0
9511,3.0
9512,4.0
9513,3.0
9514,1.0
9515,0.0
9516,6.0
9517,9.0
9518,7.0
9519,6.0
9520,4.0
9521,0.0
9522,8.0
9523,0.0
9524,9.0
9525,7.0
9526,2.0
9527,3.0
9528,6.0
9529,4.0
9530,4.0
9531,9.0
9532,7.0
9533,7.0
9534,4.0
9535,2.0
9536,2.0
9537,1.0
9538,1.0
9539,5.0
9540,3.0
9541,5.0
9542,2.0
9543,7.0
9544,9.0
9545,3.0
9546,4.0
9547,8.0
9548,7.0
9549,7.0
9550,1.0
9551,1.0
9552,9.0
9553,9.0
9554,4.0
9555,4.0
9556,3.0
9557,0.0
9558,3.0
9559,3.0
9560,0.0
9561,1.0
9562,6.0
9563,4.0
9564,0.0
9565,6.0
9566,2.0
9567,6.0
9568,0.0
9569,6.0
9570,3.0
9571,6.0
9572,6.0
9573,6.0
9574,5.0
9575,1.0
9576,2.0
9577,9.0
9578,3.0
9579,6.0
9580,3.0
9581,2.0
9582,0.0
9583,7.0
9584,2.0
9585,0.0
9586,3.0
9587,2.0
9588,5.0
9589,7.0
9590,9.0
9591,6.0
9592,4.0
9593,8.0
9594,4.0
9595,4.0
9596,8.0
9597,9.0
9598,8.0
9599,8.0
9600,9.0
9601,1.0
9602,5.0
9603,7.0
9604,1.0
9605,6.0
9606,7.0
9607,0.0
9608,2.0
9609,8.0
9610,2.0
9611,4.0
9612,5.0
9613,5.0
9614,2.0
9615,6.0
9616,1.0
9617,1.0
9618,4.0
9619,0.0
9620,9.0
9621,4.0
9622,3.0
9623,7.0
9624,9.0
9625,3.0
9626,0.0
9627,2.0
9628,9.0
9629,6.0
9630,3.0
9631,3.0
9632,3.0
9633,2.0
9634,3.0
9635,4.0
9636,6.0
9637,7.0
9638,9.0
9639,3.0
9640,6.0
9641,7.0
9642,3.0
9643,3.0
9644,9.0
9645,1.0
9646,2.0
9647,4.0
9648,5.0
9649,9.0
9650,9.0
9651,4.0
9652,1.0
9653,4.0
9654,7.0
9655,6.0
9656,8.0
9657,2.0
9658,9.0
9659,0.0
9660,6.0
9661,2.0
9662,9.0
9663,6.0
9664,7.0
9665,1.0
9666,2.0
9667,7.0
9668,8.0
9669,6.0
9670,0.0
9671,8.0
9672,5.0
9673,1.0
9674,7.0
9675,7.0
9676,3.0
9677,5.0
9678,3.0
9679,7.0
9680,4.0
9681,9.0
9682,0.0
9683,4.0
9684,1.0
9685,9.0
9686,1.0
9687,5.0
9688,2.0
9689,1.0
9690,6.0
9691,6.0
9692,0.0
9693,9.0
9694,6.0
9695,6.0
9696,0.0
9697,2.0
9698,1.0
9699,7.0
9700,9.0
9701,5.0
9702,8.0
9703,2.0
